business_unit_id,business_unit_name,location_name,department_name,respondents,dominant_ahca_wa,wa_label,domain_code,wa_purity,distinct_wa_codes
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Mother Baby Unit 001,15,9,Labor & Deliv/Ob,,93%,9:14 2:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Neonatal ICU Unit 001,18,11,"Peds, NICU, PICU",PEDS,94%,11:17 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Nuclear Medicine 001,1,21,Radiology/ Imaging,RADI,100%,21:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Nursing Administration,5,24,Admin/Mgmt,ADMN,60%,24:3 1:1 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Observation Unit 001,7,6,ED/Short Stay,EDPT,71%,6:5 2:1 3:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Other Pat Services Anc 001,4,34,Other,,100%,34:4
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Pastoral Care Spiritual Care,2,1,"Many Different Hospital Units, No Specific Unit",,50%,1:1 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Patient Access Admitting 002,5,9,Labor & Deliv/Ob,,80%,9:4 29:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Patient Education,1,34,Other,,100%,34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Patient Education 002,2,9,Labor & Deliv/Ob,,100%,9:2
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Physical Therapy,6,1,"Many Different Hospital Units, No Specific Unit",,83%,1:5 14:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,PositronEmissionTomography PET,1,21,Radiology/ Imaging,RADI,100%,21:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Pre Surgery,12,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,92%,18:11 3:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Recovery Room,24,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:24
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Rehab Administration 001,1,14,Rehab/Phys Med,REHB,100%,14:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Rehab Services Ambulatory 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Respiratory Care 001,8,1,"Many Different Hospital Units, No Specific Unit",,50%,1:4 22:3 8:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Sterile Processing 001,5,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,80%,18:4 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Surgery,40,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,68%,18:27 4:8 17:2 2:2 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Surgical Services Admin 001,5,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,60%,18:3 25:1 34:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Total Quality Management,5,28,"Quality, Risk Management, PAtient Safety",,80%,28:4 24:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Ultrasound,11,21,Radiology/ Imaging,RADI,91%,21:10 1:1
26016,FLPEN Sacred Heart Hosp EC,SHH Emerald Coast,Wound Care 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
26016,FLPEN Sacred Heart Hosp EC,SHH PanamaCty BayMedical,Infection Control,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
26016,FLPEN Sacred Heart Hosp EC,Sacred Hrt Hosp Pensacola,HIM Coding Documentation 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
26042,FLPEN Sacred Heart Hosp PC,Bay Beachside,Freestanding ER Dept 001,1,6,ED/Short Stay,EDPT,100%,6:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Administration 142,4,24,Admin/Mgmt,ADMN,50%,24:2 1:1 28:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Anesthesiology 001,1,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Cardiac Holding Recovery 001,6,34,Other,,83%,34:5 5:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Cardiology Services Admin 001,3,34,Other,,33%,34:1 5:1 1:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Cardiovascular Unit 001,29,5,Unknown,CARD,55%,5:16 2:10 15:2 4:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Case Mgmt,6,23,"Social Services, Case Management, Discharge Planning",,33%,23:2 34:1 2:1 6:1 8:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Central Telemetry Monitor 001,7,34,Other,,86%,34:6 15:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Computerized Tomography CT 001,7,21,Radiology/ Imaging,RADI,57%,21:4 6:3
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Diagnostic Cardiology Anc 001,2,34,Other,,50%,34:1 1:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Diagnostic Radiology 001,8,21,Radiology/ Imaging,RADI,38%,21:3 1:2 6:2 18:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Emergency Department 001,43,6,ED/Short Stay,EDPT,93%,6:40 1:1 24:1 34:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Emergency Services Admin 001,1,6,ED/Short Stay,EDPT,100%,6:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Employee Education 001,1,34,Other,,100%,34:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Float Staffing 001,2,1,"Many Different Hospital Units, No Specific Unit",,100%,1:2
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Freestanding ER Dept 001,15,6,ED/Short Stay,EDPT,93%,6:14 34:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,General Lab Anc 001,1,19,Path/Lab,LAB,100%,19:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,General Radiology Amb 001,2,6,ED/Short Stay,EDPT,50%,6:1 1:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,General Radiology Amb 002,1,21,Radiology/ Imaging,RADI,100%,21:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,HIM Coding Documentation 001,2,27,"Information Technology, Health Information Management, Clinical Informatics",,50%,27:1 34:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Imaging Admin 001,2,34,Other,,50%,34:1 21:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Infection Control 001,3,28,"Quality, Risk Management, PAtient Safety",,100%,28:3
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Intensive Care Unit 001,40,8,ICU(All Adult Types),ICU,100%,8:40
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Invasive Cardiology Anc 001,15,34,Other,,67%,34:10 21:3 5:2
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Magnetic Resonance Imaging 001,3,21,Radiology/ Imaging,RADI,100%,21:3
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Materials Management 001,5,34,Other,,60%,34:3 8:1 1:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Nurse Education 002,1,6,ED/Short Stay,EDPT,100%,6:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Nursing Administration 001,4,1,"Many Different Hospital Units, No Specific Unit",,50%,1:2 24:2
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Observation Unit 007,14,6,ED/Short Stay,EDPT,50%,6:7 2:2 3:2 1:1 15:1 34:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Ortho Neuro Nrsng Unit 001,46,2,"Med/Surg, Other Pt. Care Units",MSRG,63%,2:29 4:12 1:1 5:1 8:1 24:1 18:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Pastoral Spiritual Care 001,4,1,"Many Different Hospital Units, No Specific Unit",,100%,1:4
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Perioperative Care Anc 001,3,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:3
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Physical Therapy 001,7,1,"Many Different Hospital Units, No Specific Unit",,57%,1:4 14:2 3:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,PreSurgery 001,2,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:2
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Recovery Room,6,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:6
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Rehab Administration 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Rehab Services PC,2,14,Rehab/Phys Med,REHB,100%,14:2
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Respiratory Care 001,10,22,Respiratory Therapy,RESP,30%,22:3 1:3 2:1 8:1 5:1 6:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Stepdown Intermediate Care 001,20,8,ICU(All Adult Types),ICU,45%,8:9 34:8 18:1 11:1 2:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Sterile Processing 001,7,34,Other,,29%,34:2 18:2 4:2 15:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Surgery 001,43,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,84%,18:36 4:4 2:2 17:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Surgical Services Admin 001,3,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,67%,18:2 2:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Total Quality Management 001,7,28,"Quality, Risk Management, PAtient Safety",,86%,28:6 24:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Trauma Services 001,5,1,"Many Different Hospital Units, No Specific Unit",,60%,1:3 34:1 28:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Ultrasound 001,1,21,Radiology/ Imaging,RADI,100%,21:1
26042,FLPEN Sacred Heart Hosp PC,SHH PanamaCty BayMedical,Volunteer Services 001,1,34,Other,,100%,34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Acute Rehab Unit 001,17,14,Rehab/Phys Med,REHB,71%,14:12 34:5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Administration 005,2,1,"Many Different Hospital Units, No Specific Unit",,50%,1:1 24:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Bariatric Surgical Unit 001,7,2,"Med/Surg, Other Pt. Care Units",MSRG,43%,2:3 4:2 15:1 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Breast Health Services 001,2,21,Radiology/ Imaging,RADI,100%,21:2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiac Cath Labs Anc 001,8,5,Unknown,CARD,75%,5:6 34:1 18:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiac Holding Recovery 001,6,5,Unknown,CARD,83%,5:5 34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiovascular Unit 001,5,5,Unknown,CARD,40%,5:2 6:1 21:1 15:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Case Mgmt,11,23,"Social Services, Case Management, Discharge Planning",,55%,23:6 1:3 34:1 3:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Computerized Tomography CT 001,1,21,Radiology/ Imaging,RADI,100%,21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Critical Care Unit 001,27,8,ICU(All Adult Types),ICU,96%,8:26 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Diagnostic Cardiology Anc 002,3,5,Unknown,CARD,67%,5:2 21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Diagnostic Radiology 001,1,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,100%,18:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Dietary 001,1,30,"Food Services, Dietary",,100%,30:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Emergency Department 001,37,6,ED/Short Stay,EDPT,95%,6:35 34:1 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Endoscopy GI 001,10,17,"Endoscopy, Colonoscopy",,60%,17:6 7:3 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Float Staffing 001,49,1,"Many Different Hospital Units, No Specific Unit",,73%,1:36 34:4 2:4 15:3 4:1 8:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Imaging Admin 001,1,21,Radiology/ Imaging,RADI,100%,21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Interventional Radiology 001,2,21,Radiology/ Imaging,RADI,100%,21:2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,LDRPN Unit 001,43,9,Labor & Deliv/Ob,,100%,9:43
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Lactation Center 001,3,9,Labor & Deliv/Ob,,100%,9:3
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Magnetic Resonance Imaging 001,1,21,Radiology/ Imaging,RADI,100%,21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Materials Management 001,3,3,Medical Unit (Non Surgical),,33%,3:1 2:1 34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Neonatal ICU Unit 001,16,11,"Peds, NICU, PICU",PEDS,88%,11:14 34:1 9:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Neurodiagnostic Lab 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Nursing Administration 001,5,24,Admin/Mgmt,ADMN,40%,24:2 1:2 15:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,OB Triage 001,2,9,Labor & Deliv/Ob,,100%,9:2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Occupational Therapy 001,7,1,"Many Different Hospital Units, No Specific Unit",,57%,1:4 2:2 11:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Orthopedics Unit 002,7,4,Surg Svcs,SVCS,57%,4:4 2:2 3:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Othr Specialty Nrsng Unit 006,8,2,"Med/Surg, Other Pt. Care Units",MSRG,63%,2:5 15:3
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Pastoral Spiritual Care 001,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Patient Transportation 001,1,34,Other,,100%,34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Pharmacy Services General 001,1,6,ED/Short Stay,EDPT,100%,6:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Physical Therapy 001,11,1,"Many Different Hospital Units, No Specific Unit",,64%,1:7 2:3 24:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,PreSurgery 001,8,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,75%,18:6 16:1 34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rapid Deployment Team 001,5,8,ICU(All Adult Types),ICU,60%,8:3 1:2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Recovery Rm Amb 001,22,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,91%,18:20 1:1 4:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rehab Administration 001,2,14,Rehab/Phys Med,REHB,50%,14:1 2:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rehab Services General 001,10,14,Rehab/Phys Med,REHB,80%,14:8 1:1 34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Respiratory Care 001,14,1,"Many Different Hospital Units, No Specific Unit",,64%,1:9 22:5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Revenue Cycle Mgmt 002,1,21,Radiology/ Imaging,RADI,100%,21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Security 001,4,32,Security Services,,75%,32:3 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Speech Therapy 001,5,14,Rehab/Phys Med,REHB,40%,14:2 11:1 34:1 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Stepdown Intermediate Care 001,12,5,Unknown,CARD,33%,5:4 34:3 2:2 15:2 1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Sterile Processing 001,6,34,Other,,50%,34:3 18:2 17:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Surgery 002,21,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,71%,18:15 4:4 17:1 14:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Surgical Services Admin 001,1,34,Other,,100%,34:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Telemetry Nursing Unit 002,9,2,"Med/Surg, Other Pt. Care Units",MSRG,44%,2:4 15:4 4:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Ultrasound 001,1,21,Radiology/ Imaging,RADI,100%,21:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Vascular Venous Access PICC,1,1,"Many Different Hospital Units, No Specific Unit",,100%,1:1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Volunteer Services 001,2,34,Other,,50%,34:1 29:1
52005,FLJAC St Lukes Hospital,Freestanding ER Arlington,Freestanding ER Dept 001,22,6,ED/Short Stay,EDPT,59%,6:13 21:3 1:2 22:2 32:1 34:1
52005,FLJAC St Lukes Hospital,WV - Morgantown - Offsite,Rehab Administration 001,1,14,Rehab/Phys Med,REHB,100%,14:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Administration 005,3,24,Admin/Mgmt,ADMN,100%,24:3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Anesthesiology 003,4,16,Anesthesiology,,50%,16:2 18:1 4:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Bariatric Support Svcs 001,1,34,Other,,100%,34:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Bariatric Surgical Unit 001,8,4,Surg Svcs,SVCS,63%,4:5 2:3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Breast Health Services 001,3,21,Radiology/ Imaging,RADI,67%,21:2 34:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,CCU,19,8,ICU(All Adult Types),ICU,95%,8:18 5:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Cath Labs Anc 001,7,34,Other,,71%,34:5 5:1 21:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Critical Care Unit,7,8,ICU(All Adult Types),ICU,100%,8:7
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Holding Recovery 001,5,18,"Pre Op, Operating Room/Suite, PACU/Post Op, Peri Op",,40%,18:2 5:2 34:1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Nuclear Med Amb 001,2,34,Other,,100%,34:2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Nuclear Med Amb 002,1,21,Radiology/ Imaging,RADI,100%,21:1
