business_unit_id,business_unit_name,location_name,department_name,respondents
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Bariatric Surgical Unit 001,7
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Breast Health Services 001,2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiac Cath Labs Anc 001,8
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiac Holding Recovery 001,6
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Cardiovascular Unit 001,5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Case Mgmt,11
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Computerized Tomography CT 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Critical Care Unit 001,27
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Diagnostic Cardiology Anc 002,3
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Diagnostic Radiology 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Dietary 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Emergency Department 001,37
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Endoscopy GI 001,10
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Float Staffing 001,49
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Imaging Admin 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Interventional Radiology 001,2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,LDRPN Unit 001,43
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Lactation Center 001,3
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Magnetic Resonance Imaging 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Materials Management 001,3
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Neonatal ICU Unit 001,16
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Neurodiagnostic Lab 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Nursing Administration 001,5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,OB Triage 001,2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Occupational Therapy 001,7
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Orthopedics Unit 002,7
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Othr Specialty Nrsng Unit 006,8
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Pastoral Spiritual Care 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Patient Transportation 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Pharmacy Services General 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Physical Therapy 001,11
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,PreSurgery 001,8
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rapid Deployment Team 001,5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Recovery Rm Amb 001,22
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rehab Administration 001,2
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Rehab Services General 001,10
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Respiratory Care 001,14
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Revenue Cycle Mgmt 002,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Security 001,4
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Speech Therapy 001,5
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Stepdown Intermediate Care 001,12
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Sterile Processing 001,6
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Surgery 002,21
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Surgical Services Admin 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Telemetry Nursing Unit 002,9
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Ultrasound 001,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Vascular Venous Access PICC,1
52005,FLJAC St Lukes Hospital,ASV Southside Hospital,Volunteer Services 001,2
52005,FLJAC St Lukes Hospital,Freestanding ER Arlington,Freestanding ER Dept 001,22
52005,FLJAC St Lukes Hospital,WV - Morgantown - Offsite,Rehab Administration 001,1
52006,FLJAC St Vincents Hlth System,ASV Clay County Hospital,Total Quality Management 002,1
52006,FLJAC St Vincents Hlth System,ASV Riverside - Dillon Bldg,Telecom Switchboard 001,3
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Administration 001,1
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Administration 005,5
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Bariatric Support Svcs 001,1
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,CPD,6
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,CTMU,25
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Case Mgmt,1
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Emergency Pregnancy Services,1
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Physician Support Services 001,1
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Total Quality Management 001,4
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Total Quality Management 002,31
52006,FLJAC St Vincents Hlth System,ASV Riverside Hospital,Utilization Mgmt 001,7
52006,FLJAC St Vincents Hlth System,ASV Southside Hospital,CPD,2
52006,FLJAC St Vincents Hlth System,ASV Southside Hospital,Telecom Switchboard 001,5
52006,FLJAC St Vincents Hlth System,ASV Southside Hospital,Total Quality Management 002,1
52006,FLJAC St Vincents Hlth System,ASV Southside Hospital,Utilization Mgmt 001,1
52006,FLJAC St Vincents Hlth System,FL - Jacksonville - Offsite,Total Quality Management 002,1
52006,FLJAC St Vincents Hlth System,Sacred Hrt Hosp Pensacola,Administration 001,3
52006,FLJAC St Vincents Hlth System,Sacred Hrt Hosp Pensacola,Business Devp 007,1
52006,FLJAC St Vincents Hlth System,Sacred Hrt Hosp Pensacola,CPD,1
52007,FLJAC StVincents Amb Care,AMG Pulmonary Lee,Pulm Dillon Ste 724,2
52007,FLJAC StVincents Amb Care,ASV Clay County Hospital,Neuro Hospitalist Intensivist,1
52007,FLJAC StVincents Amb Care,ASV Clay MOB,PBP Pulmonology Clinic Clay,4
52007,FLJAC StVincents Amb Care,ASV Clay MOB,SV Cardiology Clay County,2
52007,FLJAC StVincents Amb Care,ASV Gilmore Building,Employer Solutions,1
52007,FLJAC StVincents Amb Care,ASV Park Ave Building,PBP Orange Park Primary Care,1
52007,FLJAC StVincents Amb Care,ASV Riverside - DePaul Bldg,PP Neuro Surgery Riverside,1
52007,FLJAC StVincents Amb Care,ASV Riverside - DePaul Bldg,SV Cardiology Riverside,6
52007,FLJAC StVincents Amb Care,ASV Riverside - Dillon Bldg,General Surgery,1
52007,FLJAC StVincents Amb Care,ASV Riverside - Dillon Bldg,PBP Pulmon Clinic Riverside,2
52007,FLJAC StVincents Amb Care,ASV Riverside Hospital,Neuro Hospitalist Intensivist,2
52007,FLJAC StVincents Amb Care,ASV Southside - Joe Adams Bldg,HIM Coding Documentation 001,1
52007,FLJAC StVincents Amb Care,ASV Southside - Joe Adams Bldg,PBP Neurosurgery Southside,2
52007,FLJAC StVincents Amb Care,ASV Southside -Roger Main Bldg,PBP Pulmon Clinic Southside,2
52007,FLJAC StVincents Amb Care,ASV St. Johns MOB,SJC MOB Cardio,1
52007,FLJAC StVincents Amb Care,ASV St. Johns MOB,SJC MOB Pulm,4
52007,FLJAC StVincents Amb Care,FL - Fernandina Beach -Offsite,Case Management 007,1
52007,FLJAC StVincents Amb Care,FL - Jacksonville - Offsite,Case Management 007,1
52007,FLJAC StVincents Amb Care,FL - Jacksonville - Offsite,Patient Access Admitting 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Administration 005,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Anesthesiology 003,4
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Bariatric Support Svcs 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Bariatric Surgical Unit 001,8
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Breast Health Services 001,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,CCU,19
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Cath Labs Anc 001,7
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Critical Care Unit,7
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Holding Recovery 001,5
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Nuclear Med Amb 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Nuclear Med Amb 002,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiac Rehabilitation Anc 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Cardiology Services Admin 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Case Mgmt,12
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,College Programs 001,6
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Computerized Tomography CT 001,4
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Critical Care Unit 001,19
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Diabetes Education,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Diagnostic Cardiology Anc 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Diagnostic Radiology 001,8
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Electrophysiology Lab Anc 001,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Emergency Department 001,38
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Endoscopy GI 001,4
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Float Staffing 001,8
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,IP Wound Care 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Imaging Admin 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Infusion Ambulatory 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Lab Hematology Anc 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Lab Outreach Amb 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Lab Support Services 003,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Magnetic Resonance Imaging 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Mammography 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Materials Management 001,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Medical Surgical,26
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Nursing Administration 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Nursing Surgical Unit 001,10
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,OP Therapy,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Observation Unit 002,9
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Occupational Therapy 001,9
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Pastoral Spiritual Care 001,5
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Patient Transportation 001,4
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Pharmacy Services General 001,5
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Physical Therapy 001,18
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Physician Support Services 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,PreSurgery 001,16
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Pulmonary Diagnostics 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Rapid Deployment Team 001,2
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Recovery Rm Amb 001,10
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Research Administration 001,4
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Research Cardiology Series 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Residents Pharmacy 001,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Respiratory Care 001,17
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Revenue Cycle Mgmt 002,1
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,SURGERY CENTER,26
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Security 001,15
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Speech Therapy 001,5
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Stepdown Intermediate Care 001,14
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Sterile Processing 001,32
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Surgery 002,68
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Surgical Oncology,13
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Surgical Services Admin 001,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Telemetry Unit 002,26
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Telemetry Unit 003,44
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Ultrasound 001,3
52009,FLJAC St Vincents Medical Ctr,ASV Riverside Hospital,Vascular Venous Access PICC,1
52009,FLJAC St Vincents Medical Ctr,Freestanding ER Collins,Freestanding ER Dept 001,31
52009,FLJAC St Vincents Medical Ctr,Optimal Imaging - Riverside,Diagnostic Radiology Amb 002,5
52009,FLJAC St Vincents Medical Ctr,SV Health Center Mandarin,Diagnostic Radiology Amb 002,1
52009,FLJAC St Vincents Medical Ctr,SV Health Center St. Johns,Diagnostic Radiology Amb 002,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,2W Medical,37
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Administration 005,3
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Breast Health Services 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Cardiac Cath Labs Anc 001,16
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Cardiac Holding Recovery 001,11
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Cardiac Nuclear Med Amb 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Case Mgmt,15
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Computerized Tomography CT 001,4
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Diabetes Education,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Diagnostic Cardiology Anc 001,5
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Diagnostic Radiology 001,7
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Emergency Department 001,40
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Endoscopy GI 001,6
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,IP Wound Care 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,LDRPN Unit 001,45
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Lactation Center 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,MICU,23
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Magnetic Resonance Imaging 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Materials Management 001,6
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Neonatal ICU Unit 001,12
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Nuclear Medicine 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Nursing Administration,8
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Nursing Unit 001,40
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,OB Triage 001,5
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Occupational Therapy 001,6
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Orthopedics Unit 001,49
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Pastoral Spiritual Care 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Patient Transportation 001,6
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Pharmacy Services General 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Physical Therapy 001,11
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Physician Support Services 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,PreSurgery 001,5
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Rapid Deployment Team 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Recovery Rm Amb 001,29
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Respiratory Care 001,18
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Security 001,9
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Speech Therapy 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Stepdown Intermediate Care 001,17
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Sterile Processing 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Surgery 002,30
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Surgical Services Admin 001,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Ultrasound 001,2
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Vascular Venous Access PICC,1
52012,FLJAC SVMC Clay County,ASV Clay County Hospital,Volunteer Services 001,1
52012,FLJAC SVMC Clay County,Optimal Imaging - Middleburg,Diagnostic Radiology Amb 002,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Administration 142,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Breast Health Services 001,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Case Mgmt,3
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Computerized Tomography CT 001,7
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Critical Care Unit 001,11
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Diagnostic Radiology 001,8
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Emergency Department 001,23
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Endoscopy GI 001,6
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Invasive Cardiology Anc 001,6
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Magnetic Resonance Imaging 001,1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Materials Management 001,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nuclear Medicine 001,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Administration 001,5
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Unit 001,26
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Nursing Unit 002,19
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Occupational Therapy 001,1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Pastoral Spiritual Care 001,1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Patient Transportation 001,6
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Physical Therapy 001,5
52015,FLJAC St Johns County Hospital,ASV St. Johns County,PreSurgery 001,4
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Recovery Rm Amb 001,22
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Respiratory Care 001,13
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Security 001,3
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Speech Therapy 001,2
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Stepdown Intermediate Care 001,3
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Sterile Processing 001,4
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Surgery 001,13
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Surgical Services Admin 001,1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Ultrasound 001,3
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Vascular Venous Access PICC,1
52015,FLJAC St Johns County Hospital,ASV St. Johns County,Volunteer Services 001,1
